filename,file_size,file_attributes,region_count,region_id,region_shape_attributes,region_attributes
3215R-A-5-7.png,10812408,"{}",47,25,"{""name"":""rect"",""x"":10,""y"":2664,""width"":221,""height"":133}","{}"
3215R-A-5-7.png,10812408,"{}",47,26,"{""name"":""rect"",""x"":1699,""y"":2310,""width"":139,""height"":162}","{}"
3215R-A-5-7.png,10812408,"{}",47,27,"{""name"":""rect"",""x"":1622,""y"":1702,""width"":154,""height"":164}","{}"
3215R-A-5-7.png,10812408,"{}",47,28,"{""name"":""rect"",""x"":1447,""y"":1548,""width"":123,""height"":187}","{}"
3215R-A-5-7.png,10812408,"{}",47,29,"{""name"":""rect"",""x"":1409,""y"":1417,""width"":169,""height"":121}","{}"
3215R-A-5-7.png,10812408,"{}",47,30,"{""name"":""rect"",""x"":1571,""y"":1419,""width"":139,""height"":139}","{}"
3215R-A-5-7.png,10812408,"{}",47,31,"{""name"":""rect"",""x"":1743,""y"":1062,""width"":162,""height"":177}","{}"
3215R-A-5-7.png,10812408,"{}",47,32,"{""name"":""rect"",""x"":1953,""y"":1134,""width"":146,""height"":151}","{}"
3215R-A-5-7.png,10812408,"{}",47,33,"{""name"":""rect"",""x"":2418,""y"":1340,""width"":200,""height"":131}","{}"
3215R-A-5-7.png,10812408,"{}",47,34,"{""name"":""rect"",""x"":2592,""y"":1389,""width"":67,""height"":77}","{}"
3215R-A-5-7.png,10812408,"{}",47,35,"{""name"":""rect"",""x"":2554,""y"":1986,""width"":190,""height"":141}","{}"
3215R-A-5-7.png,10812408,"{}",47,36,"{""name"":""rect"",""x"":2551,""y"":2094,""width"":115,""height"":108}","{}"
3215R-A-5-7.png,10812408,"{}",47,37,"{""name"":""rect"",""x"":3056,""y"":1781,""width"":159,""height"":321}","{}"
3215R-A-5-7.png,10812408,"{}",47,38,"{""name"":""rect"",""x"":3344,""y"":1553,""width"":159,""height"":180}","{}"
3215R-A-5-7.png,10812408,"{}",47,39,"{""name"":""rect"",""x"":3470,""y"":1730,""width"":113,""height"":126}","{}"
3215R-A-5-7.png,10812408,"{}",47,40,"{""name"":""rect"",""x"":3270,""y"":1907,""width"":128,""height"":190}","{}"
3215R-A-5-7.png,10812408,"{}",47,41,"{""name"":""rect"",""x"":2990,""y"":2158,""width"":146,""height"":167}","{}"
3215R-A-5-7.png,10812408,"{}",47,42,"{""name"":""rect"",""x"":2756,""y"":2256,""width"":149,""height"":144}","{}"
3215R-A-5-7.png,10812408,"{}",47,43,"{""name"":""rect"",""x"":2607,""y"":2713,""width"":128,""height"":115}","{}"
3215R-A-5-7.png,10812408,"{}",47,44,"{""name"":""rect"",""x"":3100,""y"":2279,""width"":141,""height"":123}","{}"
3215R-A-5-7.png,10812408,"{}",47,45,"{""name"":""rect"",""x"":3259,""y"":2400,""width"":133,""height"":185}","{}"
3215R-A-5-7.png,10812408,"{}",47,46,"{""name"":""rect"",""x"":3277,""y"":2633,""width"":139,""height"":164}","{}"
3215R-A-5-9.png,7096433,"{}",38,0,"{""name"":""rect"",""x"":364,""y"":103,""width"":185,""height"":110}","{}"
3215R-A-5-9.png,7096433,"{}",38,1,"{""name"":""rect"",""x"":1315,""y"":185,""width"":174,""height"":144}","{}"
3215R-A-5-9.png,7096433,"{}",38,2,"{""name"":""rect"",""x"":1461,""y"":108,""width"":203,""height"":131}","{}"
3215R-A-5-9.png,7096433,"{}",38,3,"{""name"":""rect"",""x"":2071,""y"":10,""width"":133,""height"":118}","{}"
3215R-A-5-9.png,7096433,"{}",38,4,"{""name"":""rect"",""x"":2379,""y"":59,""width"":108,""height"":154}","{}"
3215R-A-5-9.png,7096433,"{}",38,5,"{""name"":""rect"",""x"":2225,""y"":195,""width"":377,""height"":187}","{}"
3215R-A-5-9.png,7096433,"{}",38,6,"{""name"":""rect"",""x"":2436,""y"":397,""width"":154,""height"":97}","{}"
3215R-A-5-9.png,7096433,"{}",38,7,"{""name"":""rect"",""x"":2620,""y"":392,""width"":190,""height"":238}","{}"
3215R-A-5-9.png,7096433,"{}",38,8,"{""name"":""rect"",""x"":1784,""y"":441,""width"":146,""height"":203}","{}"
3215R-A-5-9.png,7096433,"{}",38,9,"{""name"":""rect"",""x"":2536,""y"":782,""width"":179,""height"":162}","{}"
3215R-A-5-9.png,7096433,"{}",38,10,"{""name"":""rect"",""x"":805,""y"":590,""width"":182,""height"":172}","{}"
3215R-A-5-9.png,7096433,"{}",38,11,"{""name"":""rect"",""x"":710,""y"":731,""width"":177,""height"":133}","{}"
3215R-A-5-9.png,7096433,"{}",38,12,"{""name"":""rect"",""x"":1156,""y"":833,""width"":236,""height"":149}","{}"
3215R-A-5-9.png,7096433,"{}",38,13,"{""name"":""rect"",""x"":1372,""y"":682,""width"":310,""height"":226}","{}"
3215R-A-5-9.png,7096433,"{}",38,14,"{""name"":""rect"",""x"":1551,""y"":1033,""width"":220,""height"":128}","{}"
3215R-A-5-9.png,7096433,"{}",38,15,"{""name"":""rect"",""x"":849,""y"":943,""width"":200,""height"":156}","{}"
3215R-A-5-9.png,7096433,"{}",38,16,"{""name"":""rect"",""x"":190,""y"":1241,""width"":195,""height"":169}","{}"
3215R-A-5-9.png,7096433,"{}",38,17,"{""name"":""rect"",""x"":1072,""y"":1259,""width"":220,""height"":167}","{}"
3215R-A-5-9.png,7096433,"{}",38,18,"{""name"":""rect"",""x"":1254,""y"":1123,""width"":131,""height"":167}","{}"
3215R-A-5-9.png,7096433,"{}",38,19,"{""name"":""rect"",""x"":1802,""y"":1187,""width"":226,""height"":182}","{}"
3215R-A-5-9.png,7096433,"{}",38,20,"{""name"":""rect"",""x"":2710,""y"":1261,""width"":136,""height"":241}","{}"
3215R-A-5-9.png,7096433,"{}",38,21,"{""name"":""rect"",""x"":2243,""y"":1636,""width"":236,""height"":267}","{}"
3215R-A-5-9.png,7096433,"{}",38,22,"{""name"":""rect"",""x"":2620,""y"":2115,""width"":233,""height"":197}","{}"
3215R-A-5-9.png,7096433,"{}",38,23,"{""name"":""rect"",""x"":2656,""y"":2289,""width"":192,""height"":359}","{}"
3215R-A-5-9.png,7096433,"{}",38,24,"{""name"":""rect"",""x"":2420,""y"":2587,""width"":185,""height"":262}","{}"
3215R-A-5-9.png,7096433,"{}",38,25,"{""name"":""rect"",""x"":2123,""y"":2556,""width"":179,""height"":172}","{}"
3215R-A-5-9.png,7096433,"{}",38,26,"{""name"":""rect"",""x"":2220,""y"":2669,""width"":90,""height"":108}","{}"
3215R-A-5-9.png,7096433,"{}",38,27,"{""name"":""rect"",""x"":1266,""y"":2310,""width"":141,""height"":159}","{}"
3215R-A-5-9.png,7096433,"{}",38,28,"{""name"":""rect"",""x"":1164,""y"":2412,""width"":205,""height"":144}","{}"
3215R-A-5-9.png,7096433,"{}",38,29,"{""name"":""rect"",""x"":1513,""y"":1572,""width"":272,""height"":177}","{}"
3215R-A-5-9.png,7096433,"{}",38,30,"{""name"":""rect"",""x"":964,""y"":1425,""width"":182,""height"":136}","{}"
3215R-A-5-9.png,7096433,"{}",38,31,"{""name"":""rect"",""x"":1023,""y"":1487,""width"":185,""height"":156}","{}"
3215R-A-5-9.png,7096433,"{}",38,32,"{""name"":""rect"",""x"":1008,""y"":1653,""width"":226,""height"":169}","{}"
3215R-A-5-9.png,7096433,"{}",38,33,"{""name"":""rect"",""x"":502,""y"":1792,""width"":251,""height"":131}","{}"
3215R-A-5-9.png,7096433,"{}",38,34,"{""name"":""rect"",""x"":661,""y"":2028,""width"":290,""height"":197}","{}"
3215R-A-5-9.png,7096433,"{}",38,35,"{""name"":""rect"",""x"":1125,""y"":1895,""width"":326,""height"":187}","{}"
3215R-A-5-9.png,7096433,"{}",38,36,"{""name"":""rect"",""x"":449,""y"":2300,""width"":154,""height"":110}","{}"
3215R-A-5-9.png,7096433,"{}",38,37,"{""name"":""rect"",""x"":5,""y"":2641,""width"":333,""height"":169}","{}"
Alpha-1-A-4-2.png,9922462,"{}",148,0,"{""name"":""rect"",""x"":100,""y"":121,""width"":110,""height"":149}","{}"
Alpha-1-A-4-2.png,9922462,"{}",148,1,"{""name"":""rect"",""x"":82,""y"":288,""width"":180,""height"":128}","{}"
Alpha-1-A-4-2.png,9922462,"{}",148,2,"{""name"":""rect"",""x"":180,""y"":234,""width"":123,""height"":87}","{}"
Alpha-1-A-4-2.png,9922462,"{}",148,3,"{""name"":""rect"",""x"":619,""y"":146,""width"":98,""height"":136}","{}"
Alpha-1-A-4-2.png,9922462,"{}",148,4,"{""name"":""rect"",""x"":627,""y"":41,""width"":162,""height"":118}","{}"
Alpha-1-A-4-2.png,9922462,"{}",148,5,"{""name"":""rect"",""x"":758,""y"":3,""width"":85,""height"":118}","{}"
Alpha-1-A-4-2.png,9922462,"{}",148,6,"{""name"":""rect"",""x"":848,""y"":3,""width"":77,""height"":69}","{}"
Alpha-1-A-4-2.png,9922462,"{}",148,7,"{""name"":""rect"",""x"":1151,""y"":110,""width"":72,""height"":90}","{}"
Alpha-1-A-4-2.png,9922462,"{}",148,8,"{""name"":""rect"",""x"":1521,""y"":49,""width"":144,""height"":113}","{}"
Alpha-1-A-4-2.png,9922462,"{}",148,9,"{""name"":""rect"",""x"":1785,""y"":80,""width"":162,""height"":177}","{}"
Alpha-1-A-4-2.png,9922462,"{}",148,10,"{""name"":""rect"",""x"":1893,""y"":23,""width"":116,""height"":139}","{}"
Alpha-1-A-4-2.png,9922462,"{}",148,11,"{""name"":""rect"",""x"":2312,""y"":154,""width"":218,""height"":134}","{}"
Alpha-1-A-4-2.png,9922462,"{}",148,12,"{""name"":""rect"",""x"":2455,""y"":8,""width"":141,""height"":69}","{}"
Alpha-1-A-4-2.png,9922462,"{}",148,13,"{""name"":""rect"",""x"":2697,""y"":33,""width"":149,""height"":159}","{}"
Alpha-1-A-4-2.png,9922462,"{}",148,14,"{""name"":""rect"",""x"":2705,""y"":213,""width"":152,""height"":74}","{}"
Alpha-1-A-4-2.png,9922462,"{}",148,15,"{""name"":""rect"",""x"":2692,""y"":293,""width"":121,""height"":154}","{}"
Alpha-1-A-4-2.png,9922462,"{}",148,16,"{""name"":""rect"",""x"":2617,""y"":480,""width"":98,""height"":82}","{}"
Alpha-1-A-4-2.png,9922462,"{}",148,17,"{""name"":""rect"",""x"":2545,""y"":583,""width"":126,""height"":108}","{}"
Alpha-1-A-4-2.png,9922462,"{}",148,18,"{""name"":""rect"",""x"":2060,""y"":301,""width"":195,""height"":134}","{}"
Alpha-1-A-4-2.png,9922462,"{}",148,19,"{""name"":""rect"",""x"":2078,""y"":437,""width"":126,""height"":103}","{}"
Alpha-1-A-4-2.png,9922462,"{}",148,20,"{""name"":""rect"",""x"":1875,""y"":277,""width"":187,""height"":159}","{}"
Alpha-1-A-4-2.png,9922462,"{}",148,21,"{""name"":""rect"",""x"":1634,""y"":372,""width"":141,""height"":170}","{}"
Alpha-1-A-4-2.png,9922462,"{}",148,22,"{""name"":""rect"",""x"":1456,""y"":365,""width"":141,""height"":141}","{}"
Alpha-1-A-4-2.png,9922462,"{}",148,23,"{""name"":""rect"",""x"":1505,""y"":313,""width"":113,""height"":87}","{}"
Alpha-1-A-4-2.png,9922462,"{}",148,24,"{""name"":""rect"",""x"":1747,""y"":627,""width"":113,""height"":139}","{}"
Alpha-1-A-4-2.png,9922462,"{}",148,25,"{""name"":""rect"",""x"":2001,""y"":570,""width"":74,""height"":141}","{}"
Alpha-1-A-4-2.png,9922462,"{}",148,26,"{""name"":""rect"",""x"":2088,""y"":663,""width"":90,""height"":116}","{}"
Alpha-1-A-4-2.png,9922462,"{}",148,27,"{""name"":""rect"",""x"":2217,""y"":768,""width"":87,""height"":85}","{}"
Alpha-1-A-4-2.png,9922462,"{}",148,28,"{""name"":""rect"",""x"":2396,""y"":794,""width"":185,""height"":121}","{}"
Alpha-1-A-4-2.png,9922462,"{}",148,29,"{""name"":""rect"",""x"":2258,""y"":868,""width"":113,""height"":85}","{}"
Alpha-1-A-4-2.png,9922462,"{}",148,30,"{""name"":""rect"",""x"":1932,""y"":853,""width"":218,""height"":134}","{}"
Alpha-1-A-4-2.png,9922462,"{}",148,31,"{""name"":""rect"",""x"":1587,""y"":660,""width"":100,""height"":136}","{}"
Alpha-1-A-4-2.png,9922462,"{}",148,32,"{""name"":""rect"",""x"":1441,""y"":673,""width"":167,""height"":149}","{}"
Alpha-1-A-4-2.png,9922462,"{}",148,33,"{""name"":""rect"",""x"":1284,""y"":750,""width"":211,""height"":167}","{}"
Alpha-1-A-4-2.png,9922462,"{}",148,34,"{""name"":""rect"",""x"":961,""y"":683,""width"":195,""height"":180}","{}"
Alpha-1-A-4-2.png,9922462,"{}",148,35,"{""name"":""rect"",""x"":696,""y"":334,""width"":198,""height"":144}","{}"
Alpha-1-A-4-2.png,9922462,"{}",148,36,"{""name"":""rect"",""x"":668,""y"":231,""width"":203,""height"":85}","{}"
Alpha-1-A-4-2.png,9922462,"{}",148,37,"{""name"":""rect"",""x"":357,""y"":324,""width"":157,""height"":154}","{}"
Alpha-1-A-4-2.png,9922462,"{}",148,38,"{""name"":""rect"",""x"":324,""y"":460,""width"":177,""height"":141}","{}"
Alpha-1-A-4-2.png,9922462,"{}",148,39,"{""name"":""rect"",""x"":110,""y"":660,""width"":131,""height"":139}","{}"
Alpha-1-A-4-2.png,9922462,"{}",148,40,"{""name"":""rect"",""x"":342,""y"":604,""width"":185,""height"":159}","{}"
Alpha-1-A-4-2.png,9922462,"{}",148,41,"{""name"":""rect"",""x"":393,""y"":740,""width"":170,""height"":121}","{}"
Alpha-1-A-4-2.png,9922462,"{}",148,42,"{""name"":""rect"",""x"":539,""y"":812,""width"":85,""height"":103}","{}"
Alpha-1-A-4-2.png,9922462,"{}",148,43,"{""name"":""rect"",""x"":593,""y"":676,""width"":90,""height"":80}","{}"
Alpha-1-A-4-2.png,9922462,"{}",148,44,"{""name"":""rect"",""x"":652,""y"":632,""width"":126,""height"":136}","{}"
Alpha-1-A-4-2.png,9922462,"{}",148,45,"{""name"":""rect"",""x"":139,""y"":1020,""width"":110,""height"":103}","{}"
Alpha-1-A-4-2.png,9922462,"{}",148,46,"{""name"":""rect"",""x"":54,""y"":1158,""width"":182,""height"":131}","{}"
Alpha-1-A-4-2.png,9922462,"{}",148,47,"{""name"":""rect"",""x"":223,""y"":1140,""width"":118,""height"":157}","{}"
Alpha-1-A-4-2.png,9922462,"{}",148,48,"{""name"":""rect"",""x"":385,""y"":1210,""width"":141,""height"":152}","{}"
Alpha-1-A-4-2.png,9922462,"{}",148,49,"{""name"":""rect"",""x"":601,""y"":1166,""width"":118,""height"":118}","{}"
Alpha-1-A-4-2.png,9922462,"{}",148,50,"{""name"":""rect"",""x"":804,""y"":1079,""width"":170,""height"":167}","{}"
